transcript_id,gene_id,gene_name,gene_type,chrom,utr5_start,utr5_end,strand,utr5_length,bound
ENST00000263056.1,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30722865,30750761,+,1695,False
ENST00000542547.1,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30723052,30749765,+,281,False
ENST00000415139.1,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30723069,30727867,+,261,False
ENST00000375322.2,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30723172,30728410,+,536,False
ENST00000413724.1,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30723593,30727867,+,107,False
ENST00000375321.1,ENSG00000107968.5,MAP3K8,protein_coding,chr10,30727750,30750762,+,1117,False
ENST00000375318.2,ENSG00000151033.7,LYZL2,protein_coding,chr10,30900717,30918691,-,226,False
ENST00000609683.1,ENSG00000183621.11,ZNF438,protein_coding,chr10,31109135,31212317,-,572,False
ENST00000331737.6,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133562,31273355,-,789,False
ENST00000361310.3,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133562,31273355,-,660,False
ENST00000436087.2,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133566,31320866,-,809,False
ENST00000442986.1,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133566,31320866,-,761,False
ENST00000413025.1,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133566,31320866,-,622,False
ENST00000452305.1,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133566,31320866,-,890,False
ENST00000444692.2,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133566,31133892,-,326,False
ENST00000538351.2,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133700,31288446,-,947,False
ENST00000375311.1,ENSG00000183621.11,ZNF438,protein_coding,chr10,31133709,31320854,-,997,False
ENST00000320985.10,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608053,31818130,+,2051,False
ENST00000361642.5,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608100,31818741,+,2615,False
ENST00000560721.2,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608140,31816222,+,56,False
ENST00000558440.1,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608141,31608163,+,22,False
ENST00000424869.1,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608144,31608163,+,19,False
ENST00000437844.2,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608144,31818742,+,6087,False
ENST00000542815.3,ENSG00000148516.17,ZEB1,protein_coding,chr10,31608150,31816222,+,46,False
ENST00000561061.1,ENSG00000148516.17,ZEB1,protein_coding,chr10,31676152,31803635,+,777,False
ENST00000446923.2,ENSG00000148516.17,ZEB1,protein_coding,chr10,31610063,31818741,+,2943,False
ENST00000559476.1,ENSG00000148516.17,ZEB1,protein_coding,chr10,31610080,31610454,+,374,False
ENST00000311380.4,ENSG00000165322.13,ARHGAP12,protein_coding,chr10,32094364,32197802,-,2243,False
ENST00000375250.5,ENSG00000165322.13,ARHGAP12,protein_coding,chr10,32094364,32217742,-,2466,False
ENST00000344936.2,ENSG00000165322.13,ARHGAP12,protein_coding,chr10,32095233,32217735,-,1590,False
ENST00000396144.4,ENSG00000165322.13,ARHGAP12,protein_coding,chr10,32095238,32217728,-,1578,False
ENST00000375245.4,ENSG00000165322.13,ARHGAP12,protein_coding,chr10,32095238,32217728,-,1578,False
ENST00000302418.4,ENSG00000170759.10,KIF5B,protein_coding,chr10,32297937,32345359,-,2988,False
ENST00000319778.6,ENSG00000120616.11,EPC1,protein_coding,chr10,32556678,32636146,-,1618,False
ENST00000375110.2,ENSG00000120616.11,EPC1,protein_coding,chr10,32556678,32667726,-,1620,False
ENST00000263062.8,ENSG00000120616.11,EPC1,protein_coding,chr10,32557858,32636113,-,405,False
ENST00000476558.1,ENSG00000216937.7,CCDC7,protein_coding,chr10,32735067,32863488,+,1018,False
ENST00000277657.6,ENSG00000216937.7,CCDC7,protein_coding,chr10,32735067,32863492,+,441,False
ENST00000362006.5,ENSG00000216937.7,CCDC7,protein_coding,chr10,32735067,32863492,+,675,False
ENST00000545067.1,ENSG00000216937.7,CCDC7,protein_coding,chr10,32735314,32803509,+,3485,False
ENST00000539197.1,ENSG00000216937.7,CCDC7,protein_coding,chr10,32740548,32807361,+,62,False
ENST00000537047.1,ENSG00000216937.7,CCDC7,protein_coding,chr10,32740548,32807361,+,132,False
ENST00000535327.1,ENSG00000216937.7,CCDC7,protein_coding,chr10,32740548,32807361,+,187,False
ENST00000302316.6,ENSG00000150076.18,C10orf68,protein_coding,chr10,32856650,33171802,+,845,False
ENST00000375030.2,ENSG00000150076.18,C10orf68,protein_coding,chr10,32856763,33165481,+,781,False
ENST00000375028.3,ENSG00000150076.18,C10orf68,protein_coding,chr10,32856763,33165481,+,233,False
ENST00000375025.4,ENSG00000150076.18,C10orf68,protein_coding,chr10,33165318,33165321,+,3,False
ENST00000396033.2,ENSG00000150093.14,ITGB1,protein_coding,chr10,33189246,33246822,-,1390,False
ENST00000423113.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33189246,33195999,-,1326,False
ENST00000302278.3,ENSG00000150093.14,ITGB1,protein_coding,chr10,33189319,33247137,-,1246,False
ENST00000374956.4,ENSG00000150093.14,ITGB1,protein_coding,chr10,33189327,33247147,-,1283,False
ENST00000488427.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33189919,33195999,-,653,False
ENST00000494395.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33190491,33200455,-,240,False
ENST00000480226.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33244497,33244591,-,94,False
ENST00000474568.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33218954,33247160,-,492,False
ENST00000488494.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33247072,33247155,-,83,False
ENST00000534049.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33281258,33281391,-,133,False
ENST00000437302.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33246686,33246722,-,36,False
ENST00000475184.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33294542,33294720,-,178,False
ENST00000528877.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33249217,33252211,-,233,False
ENST00000417122.2,ENSG00000150093.14,ITGB1,protein_coding,chr10,33242520,33247155,-,300,False
ENST00000493758.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33218954,33224486,-,273,False
ENST00000472147.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33218954,33225179,-,626,False
ENST00000414670.1,ENSG00000150093.14,ITGB1,protein_coding,chr10,33240602,33247124,-,353,False
ENST00000374875.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33466419,33623564,-,3202,False
ENST00000265371.4,ENSG00000099250.13,NRP1,protein_coding,chr10,33466419,33625190,-,3113,False
ENST00000374867.2,ENSG00000099250.13,NRP1,protein_coding,chr10,33466421,33623833,-,3108,False
ENST00000413802.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33468824,33469006,-,182,False
ENST00000395995.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33469003,33469006,-,3,False
ENST00000418675.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33483299,33483643,-,344,False
ENST00000466932.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33483299,33483643,-,344,False
ENST00000431894.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33484351,33484424,-,73,False
ENST00000374821.5,ENSG00000099250.13,NRP1,protein_coding,chr10,33486548,33623450,-,161,False
ENST00000374822.4,ENSG00000099250.13,NRP1,protein_coding,chr10,33486548,33623570,-,281,False
ENST00000374823.5,ENSG00000099250.13,NRP1,protein_coding,chr10,33489945,33491570,-,1625,False
ENST00000374816.3,ENSG00000099250.13,NRP1,protein_coding,chr10,33494376,33623450,-,881,False
ENST00000432372.2,ENSG00000099250.13,NRP1,protein_coding,chr10,33500337,33624006,-,2346,False
ENST00000455749.1,ENSG00000099250.13,NRP1,protein_coding,chr10,33538341,33538351,-,10,False
ENST00000545693.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34398487,35104253,-,1942,False
ENST00000545260.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34398487,35104253,-,1942,False
ENST00000374789.3,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000374788.3,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000346874.4,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000374794.3,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000350537.4,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000374790.3,ENSG00000148498.11,PARD3,protein_coding,chr10,34398488,35104249,-,1937,False
ENST00000374776.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34601183,35104249,-,425,False
ENST00000340077.5,ENSG00000148498.11,PARD3,protein_coding,chr10,34601187,35104253,-,425,False
ENST00000374773.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34601191,35104249,-,417,False
ENST00000544292.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34601191,34715659,-,234,False
ENST00000374768.1,ENSG00000148498.11,PARD3,protein_coding,chr10,34635125,34661461,-,262,False
ENST00000374746.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35297478,35360267,-,1785,False
ENST00000374748.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35297478,35379292,-,2077,False
ENST00000374749.3,ENSG00000108094.10,CUL2,protein_coding,chr10,35297478,35379294,-,1973,False
ENST00000374751.3,ENSG00000108094.10,CUL2,protein_coding,chr10,35297478,35379570,-,1998,False
ENST00000374754.4,ENSG00000108094.10,CUL2,protein_coding,chr10,35297478,35379570,-,4170,False
ENST00000374742.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35298807,35379570,-,669,False
ENST00000602371.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35298807,35379570,-,796,False
ENST00000537177.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35299219,35363216,-,84,False
ENST00000421317.1,ENSG00000108094.10,CUL2,protein_coding,chr10,35360245,35363214,-,117,False
ENST00000474362.1,ENSG00000095794.15,CREM,protein_coding,chr10,35415718,35501053,+,742,False
ENST00000374721.3,ENSG00000095794.15,CREM,protein_coding,chr10,35415737,35501050,+,1213,False
ENST00000374726.3,ENSG00000095794.15,CREM,protein_coding,chr10,35415850,35468771,+,792,False
ENST00000490460.1,ENSG00000095794.15,CREM,protein_coding,chr10,35415886,35500739,+,888,False
ENST00000495960.1,ENSG00000095794.15,CREM,protein_coding,chr10,35415990,35500619,+,757,False
ENST00000429130.3,ENSG00000095794.15,CREM,protein_coding,chr10,35416018,35500964,+,441,False
ENST00000469949.2,ENSG00000095794.15,CREM,protein_coding,chr10,35416029,35443493,+,544,False
ENST00000460270.1,ENSG00000095794.15,CREM,protein_coding,chr10,35416044,35501363,+,1131,False
ENST00000354759.3,ENSG00000095794.15,CREM,protein_coding,chr10,35416089,35501082,+,845,False
ENST00000489321.1,ENSG00000095794.15,CREM,protein_coding,chr10,35416351,35468426,+,320,False
ENST00000427847.2,ENSG00000095794.15,CREM,protein_coding,chr10,35416384,35426763,+,165,False
ENST00000345491.3,ENSG00000095794.15,CREM,protein_coding,chr10,35416387,35501886,+,1320,False
ENST00000395895.2,ENSG00000095794.15,CREM,protein_coding,chr10,35416387,35501883,+,1317,False
ENST00000374728.3,ENSG00000095794.15,CREM,protein_coding,chr10,35416387,35501883,+,1267,False
ENST00000487132.1,ENSG00000095794.15,CREM,protein_coding,chr10,35416404,35437299,+,95,False
ENST00000333809.8,ENSG00000095794.15,CREM,protein_coding,chr10,35426709,35501883,+,1614,False
ENST00000439705.1,ENSG00000095794.15,CREM,protein_coding,chr10,35426709,35501883,+,1614,False
ENST00000337656.4,ENSG00000095794.15,CREM,protein_coding,chr10,35500323,35500326,+,3,False
ENST00000374734.3,ENSG00000095794.15,CREM,protein_coding,chr10,35500323,35500326,+,3,False
ENST00000479070.1,ENSG00000095794.15,CREM,protein_coding,chr10,35500728,35500731,+,3,False
ENST00000348787.2,ENSG00000095794.15,CREM,protein_coding,chr10,35500728,35501886,+,1158,False
ENST00000464475.1,ENSG00000095794.15,CREM,protein_coding,chr10,35495888,35500788,+,296,False
ENST00000361599.4,ENSG00000095794.15,CREM,protein_coding,chr10,35456443,35501878,+,1360,False
ENST00000484283.1,ENSG00000095794.15,CREM,protein_coding,chr10,35500728,35500731,+,3,False
ENST00000395887.3,ENSG00000095794.15,CREM,protein_coding,chr10,35500728,35500731,+,3,False
ENST00000494479.1,ENSG00000095794.15,CREM,protein_coding,chr10,35464514,35468158,+,216,False
ENST00000463314.1,ENSG00000095794.15,CREM,protein_coding,chr10,35464520,35501088,+,550,False
ENST00000342105.3,ENSG00000095794.15,CREM,protein_coding,chr10,35464520,35501424,+,806,False
ENST00000495301.1,ENSG00000095794.15,CREM,protein_coding,chr10,35464525,35468158,+,320,False
ENST00000463960.1,ENSG00000095794.15,CREM,protein_coding,chr10,35500728,35500731,+,3,False
ENST00000487763.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484054,35500731,+,66,False
ENST00000473940.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484054,35501082,+,822,False
ENST00000488328.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484060,35501393,+,722,False
ENST00000356917.5,ENSG00000095794.15,CREM,protein_coding,chr10,35484074,35501851,+,1571,False
ENST00000488741.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484792,35500361,+,345,False
ENST00000474931.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484829,35500452,+,290,False
ENST00000468236.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484836,35500781,+,207,False
ENST00000344351.5,ENSG00000095794.15,CREM,protein_coding,chr10,35484844,35501423,+,1340,False
ENST00000490511.1,ENSG00000095794.15,CREM,protein_coding,chr10,35484936,35500804,+,130,False
ENST00000490012.2,ENSG00000108100.13,CCNY,protein_coding,chr10,35535952,35772339,+,638,False
ENST00000374706.1,ENSG00000108100.13,CCNY,protein_coding,chr10,35535952,35860852,+,3079,False
ENST00000493157.2,ENSG00000108100.13,CCNY,protein_coding,chr10,35535976,35772339,+,513,False
ENST00000374704.4,ENSG00000108100.13,CCNY,protein_coding,chr10,35625801,35860852,+,2937,False
ENST00000339497.5,ENSG00000108100.13,CCNY,protein_coding,chr10,35625801,35860840,+,2925,False
ENST00000265375.9,ENSG00000108100.13,CCNY,protein_coding,chr10,35625801,35860840,+,3087,False
ENST00000321660.1,ENSG00000177291.3,GJD4,protein_coding,chr10,35894337,35897863,+,470,False
ENST00000374694.1,ENSG00000177283.4,FZD8,protein_coding,chr10,35927176,35930362,-,1104,False
ENST00000440465.1,ENSG00000229644.4,NAMPTL,protein_coding,chr10,36810648,36811746,-,1098,False
ENST00000543053.1,ENSG00000229644.4,NAMPTL,protein_coding,chr10,36811643,36812323,-,283,False
ENST00000374660.1,ENSG00000148513.13,ANKRD30A,protein_coding,chr10,37414784,37521495,+,382,False
ENST00000602533.1,ENSG00000148513.13,ANKRD30A,protein_coding,chr10,37414784,37673039,+,435,False
ENST00000361713.1,ENSG00000148513.13,ANKRD30A,protein_coding,chr10,37414784,37521495,+,382,False
ENST00000544824.1,ENSG00000256892.1,MTRNR2L7,protein_coding,chr10,37890365,37891859,-,1422,False
ENST00000485560.1,ENSG00000198105.7,ZNF248,protein_coding,chr10,38091750,38146479,-,1372,False
ENST00000395867.3,ENSG00000198105.7,ZNF248,protein_coding,chr10,38117692,38146538,-,3404,False
ENST00000374648.3,ENSG00000198105.7,ZNF248,protein_coding,chr10,38119783,38146486,-,929,False
ENST00000357328.4,ENSG00000198105.7,ZNF248,protein_coding,chr10,38120462,38147012,-,288,False
ENST00000395873.3,ENSG00000198105.7,ZNF248,protein_coding,chr10,38145238,38146965,-,398,False
ENST00000395874.2,ENSG00000198105.7,ZNF248,protein_coding,chr10,38145238,38147034,-,227,False
ENST00000302609.7,ENSG00000175395.11,ZNF25,protein_coding,chr10,38238499,38265561,-,2771,False
ENST00000374618.3,ENSG00000189180.11,ZNF33A,protein_coding,chr10,38299577,38348991,+,3684,False
ENST00000432900.2,ENSG00000189180.11,ZNF33A,protein_coding,chr10,38299582,38345789,+,403,False
ENST00000458705.2,ENSG00000189180.11,ZNF33A,protein_coding,chr10,38299597,38348981,+,3654,False
ENST00000469037.2,ENSG00000189180.11,ZNF33A,protein_coding,chr10,38299613,38354016,+,1116,False
ENST00000307441.9,ENSG00000189180.11,ZNF33A,protein_coding,chr10,38345485,38345488,+,3,False
ENST00000351773.3,ENSG00000075407.13,ZNF37A,protein_coding,chr10,38383263,38412276,+,5344,False
ENST00000361085.5,ENSG00000075407.13,ZNF37A,protein_coding,chr10,38383274,38414472,+,7055,False
ENST00000423687.1,ENSG00000225119.3,LINC00999,protein_coding,chr10,38717073,38736820,+,617,False
ENST00000359467.3,ENSG00000196693.10,ZNF33B,protein_coding,chr10,43084554,43133992,-,3624,False
ENST00000374518.5,ENSG00000165733.7,BMS1,protein_coding,chr10,43278248,43330385,+,3907,False
ENST00000355710.3,ENSG00000165731.13,RET,protein_coding,chr10,43572474,43625799,+,2317,False
ENST00000498820.1,ENSG00000165731.13,RET,protein_coding,chr10,43572521,43572706,+,185,False
ENST00000340058.5,ENSG00000165731.13,RET,protein_coding,chr10,43572526,43622952,+,933,False
ENST00000374466.3,ENSG00000169826.6,CSGALNACT2,protein_coding,chr10,43633933,43680756,+,2104,False
ENST00000374464.1,ENSG00000169826.6,CSGALNACT2,protein_coding,chr10,43633933,43657669,+,338,False
ENST00000374459.1,ENSG00000198915.7,RASGEF1A,protein_coding,chr10,43689982,43725187,-,1797,False
ENST00000395810.1,ENSG00000198915.7,RASGEF1A,protein_coding,chr10,43689983,43762367,-,1792,False
ENST00000395809.1,ENSG00000198915.7,RASGEF1A,protein_coding,chr10,43691540,43704632,-,2661,False
ENST00000476166.1,ENSG00000150201.10,FXYD4,protein_coding,chr10,43867089,43871780,+,503,False
ENST00000357065.4,ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881064,43903267,-,1372,True
ENST00000356053.3,ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881064,43904330,-,1425,True
ENST00000544000.1,ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881064,43892794,-,1431,True
ENST00000443950.2,ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881064,43892279,-,1510,False
ENST00000337970.3,ENSG00000169813.12,HNRNPF,protein_coding,chr10,43881469,43904614,-,941,True
ENST00000431662.1,ENSG00000243660.5,ZNF487,protein_coding,chr10,43991514,43991517,+,3,False
ENST00000456416.1,ENSG00000243660.5,ZNF487,protein_coding,chr10,43932573,43971258,+,227,False
ENST00000437590.2,ENSG00000243660.5,ZNF487,protein_coding,chr10,43932573,43978627,+,1487,False
ENST00000451167.1,ENSG00000243660.5,ZNF487,protein_coding,chr10,43932605,43971258,+,220,False
ENST00000306006.6,ENSG00000196793.9,ZNF239,protein_coding,chr10,44051791,44063907,-,1015,False
ENST00000374446.2,ENSG00000196793.9,ZNF239,protein_coding,chr10,44051791,44070032,-,663,False
ENST00000426961.1,ENSG00000196793.9,ZNF239,protein_coding,chr10,44051794,44070066,-,653,False
ENST00000535642.1,ENSG00000196793.9,ZNF239,protein_coding,chr10,44051794,44070066,-,530,False
ENST00000361807.3,ENSG00000198298.8,ZNF485,protein_coding,chr10,44101854,44113351,+,731,False
ENST00000374437.2,ENSG00000198298.8,ZNF485,protein_coding,chr10,44101854,44113035,+,465,False
ENST00000430885.1,ENSG00000198298.8,ZNF485,protein_coding,chr10,44101866,44102498,+,177,False
ENST00000374435.3,ENSG00000198298.8,ZNF485,protein_coding,chr10,44101873,44113351,+,729,False
ENST00000374433.2,ENSG00000169740.9,ZNF32,protein_coding,chr10,44139306,44144304,-,318,False
ENST00000395797.1,ENSG00000169740.9,ZNF32,protein_coding,chr10,44139307,44144152,-,382,False
ENST00000395795.4,ENSG00000107562.12,CXCL12,protein_coding,chr10,44793037,44880497,-,348,False
ENST00000374429.2,ENSG00000107562.12,CXCL12,protein_coding,chr10,44865612,44880540,-,3253,False
ENST00000395793.3,ENSG00000107562.12,CXCL12,protein_coding,chr10,44868069,44880540,-,356,False
ENST00000374426.2,ENSG00000107562.12,CXCL12,protein_coding,chr10,44871314,44880491,-,113,False
ENST00000343575.6,ENSG00000107562.12,CXCL12,protein_coding,chr10,44872580,44880540,-,1590,False
ENST00000395794.2,ENSG00000107562.12,CXCL12,protein_coding,chr10,44872611,44880497,-,632,False
ENST00000389583.4,ENSG00000187783.7,TMEM72,protein_coding,chr10,45406647,45432450,+,2184,False
ENST00000544540.1,ENSG00000187783.7,TMEM72,protein_coding,chr10,45406763,45430642,+,547,False
ENST00000334940.6,ENSG00000107551.16,RASSF4,protein_coding,chr10,45455218,45490168,+,1528,False
ENST00000374417.2,ENSG00000107551.16,RASSF4,protein_coding,chr10,45455218,45490168,+,2021,False
ENST00000340258.5,ENSG00000107551.16,RASSF4,protein_coding,chr10,45455239,45491339,+,2678,False
ENST00000427758.1,ENSG00000107551.16,RASSF4,protein_coding,chr10,45455278,45465650,+,74,False
ENST00000483709.2,ENSG00000107551.16,RASSF4,protein_coding,chr10,45455286,45484822,+,587,False
ENST00000428466.1,ENSG00000107551.16,RASSF4,protein_coding,chr10,45478466,45478532,+,66,False
ENST00000484477.2,ENSG00000107551.16,RASSF4,protein_coding,chr10,45486550,45486791,+,241,False
ENST00000298295.3,ENSG00000165507.8,C10orf10,protein_coding,chr10,45471576,45474258,-,1484,False
ENST00000448778.1,ENSG00000165507.8,C10orf10,protein_coding,chr10,45473478,45474237,-,361,False
ENST00000298298.1,ENSG00000165511.4,C10orf25,protein_coding,chr10,45493145,45496336,-,2712,False
ENST00000298299.3,ENSG00000165512.4,ZNF22,protein_coding,chr10,45495922,45500774,+,1879,False
ENST00000553795.1,ENSG00000256574.2,OR13A1,protein_coding,chr10,45798101,45811056,-,1094,False
ENST00000536058.1,ENSG00000256574.2,OR13A1,protein_coding,chr10,45798101,45803286,-,1039,False
ENST00000374401.2,ENSG00000256574.2,OR13A1,protein_coding,chr10,45798805,45802907,-,193,False
ENST00000542434.1,ENSG00000012779.6,ALOX5,protein_coding,chr10,45869660,45941392,+,327,False
ENST00000374391.2,ENSG00000012779.6,ALOX5,protein_coding,chr10,45869674,45941561,+,482,False
ENST00000453424.2,ENSG00000165406.11,MARCH8,protein_coding,chr10,45950034,46030842,-,3917,False
ENST00000395771.3,ENSG00000165406.11,MARCH8,protein_coding,chr10,45952816,46090354,-,1716,False
ENST00000319836.3,ENSG00000165406.11,MARCH8,protein_coding,chr10,45952816,46090354,-,1623,False
ENST00000395769.2,ENSG00000165406.11,MARCH8,protein_coding,chr10,45952953,46030819,-,975,False
ENST00000453980.3,ENSG00000165406.11,MARCH8,protein_coding,chr10,46028659,46089939,-,428,False
ENST00000344646.5,ENSG00000172671.15,ZFAND4,protein_coding,chr10,46111042,46167796,-,1060,False
ENST00000374371.2,ENSG00000172671.15,ZFAND4,protein_coding,chr10,46111046,46168200,-,1611,False
ENST00000374366.3,ENSG00000172671.15,ZFAND4,protein_coding,chr10,46111046,46167722,-,1306,False
ENST00000465407.1,ENSG00000172671.15,ZFAND4,protein_coding,chr10,46135153,46168210,-,576,False
ENST00000335258.7,ENSG00000172671.15,ZFAND4,protein_coding,chr10,46145572,46168228,-,1703,False
ENST00000336378.4,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222647,46288409,+,682,False
ENST00000540872.1,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222647,46288409,+,682,False
ENST00000537517.1,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222647,46288409,+,682,False
ENST00000374362.2,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222666,46288409,+,663,False
ENST00000359860.4,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222683,46288409,+,649,False
ENST00000420848.1,ENSG00000172661.13,FAM21C,protein_coding,chr10,46222735,46222765,+,30,False
ENST00000411791.3,ENSG00000231122.3,FAM25E,protein_coding,chr10,46310875,46310936,-,61,False
ENST00000448048.2,ENSG00000188234.9,AGAP4,protein_coding,chr10,46321041,46342921,-,450,False
ENST00000395721.2,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550120,46641003,-,1762,False
ENST00000374346.3,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46641006,-,1803,False
ENST00000437863.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46620058,-,1694,False
ENST00000374342.2,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46620058,-,1705,False
ENST00000395722.3,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46620058,-,1705,False
ENST00000374218.2,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46641003,-,1855,False
ENST00000395725.3,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46550122,46641003,-,1791,False
ENST00000508602.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46620012,-,148,False
ENST00000374339.3,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46620012,-,128,False
ENST00000395727.2,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,106,False
ENST00000509900.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,258,False
ENST00000503851.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,137,False
ENST00000506080.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,225,False
ENST00000513266.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,227,False
ENST00000502705.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,236,False
ENST00000505814.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,227,False
ENST00000509774.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,137,False
ENST00000511769.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,106,False
ENST00000509599.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,267,False
ENST00000510335.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,841,False
ENST00000513156.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551653,46640660,-,106,False
ENST00000502254.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46551654,46620018,-,164,False
ENST00000417004.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46605859,46641013,-,188,False
ENST00000508357.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46570813,46631530,-,1027,False
ENST00000506881.1,ENSG00000204179.6,PTPN20A,protein_coding,chr10,46619935,46626433,-,253,False
ENST00000374328.3,ENSG00000204176.9,SYT15,protein_coding,chr10,46955443,46959971,-,213,False
ENST00000374325.3,ENSG00000204176.9,SYT15,protein_coding,chr10,46955443,46970601,-,366,False
ENST00000374323.4,ENSG00000204176.9,SYT15,protein_coding,chr10,46957554,46971400,-,5006,False
ENST00000503753.1,ENSG00000204176.9,SYT15,protein_coding,chr10,46959117,46970484,-,161,False
ENST00000374321.4,ENSG00000204176.9,SYT15,protein_coding,chr10,46961933,46970515,-,106,False
ENST00000512997.1,ENSG00000204176.9,SYT15,protein_coding,chr10,46970448,46970533,-,85,False
ENST00000374317.1,ENSG00000204175.4,GPRIN2,protein_coding,chr10,46994086,47000573,+,592,False
